|artist|categoryId|country|description|dimensions|image|name|price|stock
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate.|59.1 W x 47.2 H x 0.8 D in|1387237-GLLQXFHY-7.jpg|Abstract No41 Painting|3350|5
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate.|59.1 W x 47.2 H x 0.8 D in|1409720-NVYRNJDF-7.jpg|Abstract No48 Painting|3350|1
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate.|59.1 W x 47.2 H x 0.8 D in|1536885-AKJDNRNM-7.jpg|Abstract No63 Painting|3350|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate.|39.4 W x 27.6 H x 0.8 D in|1804064-RRWTLPJQ-7.jpg|Abstract No94 Painting|1610|4
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. If you want the painting to be shipped rolled in a Tube; Contact Saatchi Art by mail.|59.1 W x 47.2 H x 0.8 D in|1401073-FUIDYYOT-7.jpg|Abstract No46 Painting|3350|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. If you want the painting to be shipped rolled in a Tube; Contact Saatchi Art by mail.|59.1 W x 47.2 H x 0.8 D in|1405880-SADFAITA-7.jpg|Abstract No47 Painting|3350|6
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. If you want the painting to be shipped rolled in a Tube; Contact Saatchi Art by mail.|59.1 W x 47.2 H x 0.8 D in|1417505-RISQGBSA-7.jpg|Abstract No50 Painting|3350|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. If you want the painting to be shipped rolled in a Tube; Contact Saatchi Art by mail.|59.1 W x 47.2 H x 0.8 D in|1444705-XUUVULNJ-7.jpg|Abstract No51 Painting|3350|1
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. If you want the painting to be shipped rolled in a Tube; Contact Saatchi Art by mail.|59.1 W x 47.2 H x 0.8 D in|1448765-HFIABULS-7.jpg|Abstract No52 Painting|3350|4
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. If you want the painting to be shipped rolled in a Tube; Contact Saatchi Art by mail.|59.1 W x 47.2 H x 0.8 D in|1484581-DAQVHRZP-7.jpg|Abstract No56 (Morning Mist) Painting|3350|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. If you want the painting to be shipped rolled in a Tube; Contact Saatchi Art by mail.|59.1 W x 47.2 H x 0.8 D in|1504230-XSPMBCGY-7.jpg|Abstract No59 Painting|3350|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. If you want the painting to be shipped rolled in a Tube; Contact Saatchi Art by mail.|59.1 W x 47.2 H x 0.8 D in|1511895-OAZUWDHW-7.jpg|Abstract No60 Painting|3350|1
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No150+(Web)/index.html|47.2 W x 39.4 H x 1.1 D in|2272835-QYUHIXKG-7.jpg|The Wadden Sea National Park No150 Painting|1860|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1378828-QIGHZINJ-7.jpg|Abstract No35 Painting|3350|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1391365-CPNLQJFU-7.jpg|Abstract No42 Painting|3350|5
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1684403-HSC00001-7.jpg|Abstract No75 (Sunrise) Painting|3350|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1699882-RDSDUMLG-7.jpg|Abstract No77 (Sunrise) Painting|3350|1
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1708257-KYBBTUAG-7.jpg|Abstract No78 (Sunset) Painting|3350|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1721143-BXDQGOJO-7.jpg|Abstract No80 (Sunset) Painting|3350|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1736995-MQHZCJBI-7.jpg|Abstract No83 (Morning Mist) Painting|3350|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1747922-WFHTDBPD-7.jpg|Abstract No84 (Sunset) Painting|3350|5
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1761300-FSLXSTHT-7.jpg|Abstract No86 (Sunrise) Painting|3350|1
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1765463-HSC00001-7.jpg|Abstract No88 (Sunrise) Painting|3350|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.|39.4 W x 39.4 H x 0.8 D in|1935400-HSC00923-7.jpg|The Scream (Edvard Munch) Painting|1610|4
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.|47.2 W x 39.4 H x 1.1 D in|2148238-IQEPBADS-7.jpg|The Wadden Sea National Park No143 Painting|1115|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014.  https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No148+(Web)/index.html|47.2 W x 39.4 H x 1.1 D in|2236467-OXDSPQMS-7.jpg|The Wadden Sea National Park No148 Painting|1860|6
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.  Info: The Wadden Sea (Dutch: Waddenzee, German: Wattenmeer, Low German: Wattensee or Waddenzee, Danish: Vadehavet, West Frisian: Waadsee) is an intertidal zone in the southeastern part of the North Sea. It lies between the coast of northwestern continental Europe and the range of Frisian Islands, forming a shallow body of water with tidal flats and wetlands. It is rich in biological diversity. In 2009, the Dutch and German parts of the Wadden Sea were inscribed on UNESCO's World Heritage List. The Danish part in 2014. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No151+(Web)/index.html|39.4 W x 39.4 H x 1.1 D in|2277437-XSHSVRWP-7.jpg|The Wadden Sea National Park No151 Painting|1610|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1842062-AZODXYTX-7.jpg|The Wadden Sea National Park No99 Painting|3350|1
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture. The Wadden Sea National Park.|47.2 W x 39.4 H x 1.1 D in|2100951-XTSZZUBD-7.jpg|The Wadden Sea National Park No 141 Painting|1860|4
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube.|31.5 W x 39.4 H x 0.8 D in|1952224-DLCCKYBC-7.jpg|Abstract (Girl) No112 Painting|1610|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube.|39.4 W x 47.2 H x 0.8 D in|1367804-SIDLPUPF-7.jpg|Abstract No31 Painting|1860|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube.|39.4 W x 47.2 H x 0.8 D in|1376581-HSC00001-7.jpg|Abstract No34 Painting|1860|5
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube.|39.4 W x 47.2 H x 0.8 D in|1394893-QYJVVIYA-7.jpg|Abstract No43 Painting|1860|1
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube.|59.1 W x 47.2 H x 0.8 D in|1499645-VAJHKEDO-7.jpg|Abstract No58 Painting|3350|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube.|78.7 W x 47.2 H x 0.8 D in|1573142-RGBDTLNG-7.jpg|Abstract No65 Painting|4350|4
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube.|78.7 W x 47.2 H x 0.8 D in|1584473-ASJQPABU-7.jpg|Abstract No66 Painting|4350|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube.|59.1 W x 47.2 H x 0.8 D in|1668993-OZELOYNT-7.jpg|Abstract No74 (Sunrise) Painting|3350|6
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture. Will be shipped in a protective tube.|39.4 W x 31.5 H x 0.8 D in|1805583-USDWPRAK-7.jpg|Abstract No95 Painting|1610|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas. Signature on the Picture. Will be shipped in tube.|47.2 W x 39.4 H x 0.8 D in|1383454-DOOLRZQY-7.jpg|Abstract No39 Painting|1860|1
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas.Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1728226-JJQCPMZO-7.jpg|Abstract No82 (Morning Mist) Painting|3350|4
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas.Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|1778794-MSMRSBKO-7.jpg|Abstract No90 (Morning) Painting|3350|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on canvas.Signature on the Picture. Will be shipped in a protective tube.|39.4 W x 39.4 H x 0.8 D in|1794237-SNKYIRHS-7.jpg|Trees and Fields No. 01 Painting|1610|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on cotton canvas. Ready to hang, no frame needed. Signature on the Picture. Will be shipped in a protective wooden crate. https://s3-eu-west-1.amazonaws.com/clausgawingallery/Art+Web+billeder/The+Wadden+Sea+National+Park+No147+(Web)/index.html|39.4 W x 39.4 H x 1.1 D in|2226663-HNNZIGUR-7.jpg|The Wadden Sea National Park No147 Painting|1610|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on cotton canvas. Signature on the Picture.|39.4 W x 27.6 H x 0.8 D in|1857307-VXNYLFPN-7.jpg|The Wadden Sea National Park No101 Painting|1610|1
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on cotton canvas. Signature on the Picture.|39.4 W x 39.4 H x 0.8 D in|1866264-TWRQRHGP-7.jpg|The Wadden Sea National Park No104 Painting|1610|2
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on cotton canvas. Signature on the Picture.|59.1 W x 47.2 H x 0.8 D in|2085996-HSC00001-7.jpg|The Wadden Sea National Park No139 Painting|3170|3
|Claus Gawin|1|Denmark|Large Abstract, quality Acrylic on cotton canvas. Signature on the Picture. Will be shipped in a protective crate.|39.4 W x 39.4 H x 1.1 D in|1996153-TGNFXIBE-7.jpg|The Wadden Sea National Park #120 Painting|1610|5
|Claus Gawin|1|Denmark|Love me tender, love me sweet; never let me go. You have made my life complete, and I love you so. Love me tender, love me true. All my dreams fulfill. For, my darlin', I love you, and I always will.|63 W x 39.4 H x 0.8 D in|8794605-JJQICYYN-7.jpg|Lyrics No. 01 Painting|3030|3
|Claus Gawin|1|Denmark|Made on 300g watercolor paper with Acrylic from Golden|27.6 W x 39.4 H x 0 D in|2504284-HSC00001-7.jpg|Abstract No124 Painting|1115|1
|Claus Gawin|1|Denmark|Made on 300g watercolor paper with Acrylic from Golden and watercolor|39.4 W x 27.6 H x 0 D in|7578244-HSC00001-7.jpg|Abstract No. 236 Painting|1115|2
|Claus Gawin|1|Denmark|Made on 300g watercolor paper with Acrylic from Golden.|39.4 W x 27.6 H x 0 D in|2505965-HSC00001-7.jpg|Abstract No125 Painting|1115|3
|Claus Gawin|1|Denmark|Made on 300g watercolor paper with Acrylic from Golden.|39.4 W x 27.6 H x 0 D in|2600508-HSC00001-7.jpg|Abstract No129 Painting|1115|3
|Claus Gawin|1|Denmark|Made on 300g watercolor paper with Acrylic from Golden.|39.4 W x 27.6 H x 0 D in|2608938-HSC00001-7.jpg|Abstract No132 Painting|1115|5
|Claus Gawin|1|Denmark|Made on 300g watercolor paper with Acrylic from Golden.|41.7 W x 30.7 H x 0 D in|4202047-HSC00001-7.jpg|Abstract No. 136 Painting|1115|1
|Claus Gawin|1|Denmark|Made on 300g watercolor paper with Acrylic from Golden.|41.7 W x 30.7 H x 0 D in|4237171-HSC00001-7.jpg|Abstract No. 137 Painting|1115|2
|Claus Gawin|1|Denmark|Made on 300g watercolor paper with Acrylic from Golden.|30.7 W x 41.7 H x 0 D in|4292861-HSC00001-7.jpg|Abstract No. 138 Painting|1115|4
|Claus Gawin|1|Denmark|Me . . . Claus Dalton Rosenkilde (Claus Gawin). In my mid-sixties my passion for art came into light and I started experimenting with acrylic colors. I was inspired by Gerhard Richter after a trip to The Neue Nationalgalerie Berlin in 2014. Here I saw a painting there change my way of art. Gerhard Richter, and his powerful, expressive artworks with an amazing combination of colors change my life. After practice with self-made large squeegees I was able to establish my own technique and a unique style with a high recognition value. If people ask why I use acrylic colors only my explanation is, that acrylic colors are the material there fit my style. My paintings are being sold in many countries worldwide, mostly in the US and EU. And for me as much as it is valid for Gerhard Richter, and to say it in his words: „My artworks are smarter than me“ and I can only influence up to 80 % of the actual outcome. About my Art: The best part? It’s all a grand experiment. I am happier knowing that.|78.7 W x 66.9 H x 0.8 D in|8625629-LQHZKDSC-7.jpg|Abstract No. 245 Painting|4950|3
